1,25,
2,33,
3,39,
4,45,
5,53,
6,62,
7,71,
8,80,
9,90,
10,100,
11,110,
12,120,
13,130,
14,140,
15,150,
16,160,
17,170,
18,180,
19,190,
20,200,
21,210,
22,220,
23,230,
24,240,
25,250,
26,260,
27,270,
28,280,
29,290,
30,300,
31,310,
32,320,
33,330,
34,340,
35,350,
36,360,
37,370,
38,380,
39,390,
40,400,
41,410,
42,420,
43,430,
44,440,
45,450,
46,460,
47,470,
48,480,
49,490,
50,500,
51,510,
52,520,
53,530,
54,540,
55,550,
56,560,
57,570,
58,580,
59,590,
60,600,
61,610,
62,620,
63,630,
64,640,
65,650,
66,660,
67,670,
68,680,
69,690,
70,700,
71,710,
72,720,
73,730,
74,740,
75,750,
76,760,
77,770,
78,780,
79,790,
80,800,
81,810,
82,820,
83,830,
84,840,
85,850,
86,860,
87,870,
88,880,
89,890,
90,900,
91,910,
92,920,
93,930,
94,940,
95,950,
96,960,
97,970,
98,980,
99,990,
100,1000,
101,1010,
102,1020,
103,1030,
104,1040,
105,1050,
106,1060,
107,1070,
108,1077,
109,1081,
110,1081,
111,1077,
112,1071,
113,1064,
114,1056,
115,1047,
116,1038,
117,1028,
118,1019,
119,1009,
120,999,
121,989,
122,979,
123,969,
124,959,
125,949,
126,939,
127,929,
128,919,
129,909,
130,899,
131,889,
132,879,
133,869,
134,859,
135,849,
136,839,
137,829,
138,819,
139,809,
140,799,
141,789,
142,779,
143,769,
144,759,
145,749,
146,739,
147,729,
148,719,
149,709,
150,699,
151,689,
152,679,
153,669,
154,659,
155,649,
156,639,
157,629,
158,619,
159,609,
160,599,
161,589,
162,582,
163,578,
164,578,
165,582,
166,588,
167,595,
168,603,
169,612,
170,621,
171,630,
172,640,
173,650,
174,660,
175,670,
176,680,
177,690,
178,700,
179,710,
180,720,
181,730,
182,740,
183,750,
184,760,
185,770,
186,780,
187,790,
188,800,
189,810,
190,820,
191,830,
192,840,
193,850,
194,860,
195,870,
196,880,
197,890,
198,900,
199,910,
200,920,
201,930,
202,940,
203,950,
204,960,
205,970,
206,980,
207,990,
208,1000,
209,1010,
210,1020,
211,1030,
212,1040,
213,1050,
214,1060,
215,1070,
216,1080,
217,1090,
218,1100,
219,1110,
220,1120,
221,1130,
222,1140,
223,1150,
224,1160,
225,1170,
226,1180,
227,1190,
228,1200,
229,1210,
230,1220,
231,1230,
232,1240,
233,1250,
234,1260,
235,1270,
236,1280,
237,1290,
238,1300,
239,1310,
240,1320,
241,1330,
242,1340,
243,1350,
244,1360,
245,1370,
246,1380,
247,1390,
248,1400,
249,1410,
250,1420,
251,1430,
252,1440,
253,1450,
254,1460,
255,1470,
256,1480,
257,1490,
258,1500,
259,1510,
260,1520,
261,1530,
262,1540,
263,1550,
264,1560,
265,1570,
266,1580,
267,1590,
268,1600,
269,1610,
270,1620,
271,1630,
272,1640,
273,1650,
274,1660,
275,1670,
276,1680,
277,1690,
278,1700,
279,1710,
280,1720,
281,1730,
282,1740,
283,1750,
284,1760,
285,1770,
286,1780,
287,1790,
288,1800,
289,1810,
290,1820,
291,1830,
292,1840,
293,1850,
294,1860,
295,1870,
296,1880,
297,1890,
298,1900,
299,1910,
300,1920,
301,1930,
302,1940,
303,1950,
304,1960,
305,1970,
306,1980,
307,1990,
308,2000,
309,2010,
310,2020,
311,2030,
312,2040,
313,2050,
314,2060,
315,2070,
316,2080,
317,2090,
318,2100,
319,2110,
320,2120,
321,2130,
322,2140,
323,2150,
324,2160,
325,2170,
326,2180,
327,2190,
328,2195,
329,2199,
330,2201,
