1,625,
2,829,
3,467,
4,770,
5,678,
6,207,
7,953,
8,1076,
9,765,
10,329,
11,888,
12,367,
13,745,
14,207,
15,468,
16,577,
17,1068,
18,731,
19,1040,
20,948,
21,868,
22,340,
23,805,
24,594,
25,1184,
26,513,
27,615,
28,856,
29,457,
30,541,
31,853,
32,917,
33,763,
34,1218,
35,847,
36,754,
37,1019,
38,1079,
39,592,
40,537,
41,688,
42,532,
43,899,
44,1311,
45,843,
46,923,
47,1198,
48,627,
49,953,
50,1326,
51,1372,
52,999,
53,1333,
54,917,
55,1148,
56,1396,
57,720,
58,1095,
59,941,
60,1327,
61,1011,
62,1453,
63,1228,
64,1136,
65,873,
66,748,
67,1001,
68,991,
69,968,
70,1145,
71,1040,
72,807,
73,934,
74,1276,
75,1203,
76,957,
77,1405,
78,823,
79,1586,
80,1224,
81,1329,
82,1382,
83,1485,
84,1776,
85,1254,
86,919,
87,957,
88,1464,
89,1508,
90,1329,
91,1297,
92,1813,
93,1821,
94,1158,
95,1908,
96,1318,
97,1555,
98,1442,
99,1377,
100,1492,
101,1676,
102,1267,
103,1097,
104,1241,
105,1080,
106,1937,
107,1913,
108,1963,
109,1975,
110,1581,
111,2059,
112,1119,
113,1560,
114,1595,
115,1855,
116,1856,
117,1282,
118,1986,
119,1692,
120,1239,
121,1136,
122,984,
123,1798,
124,1234,
125,1778,
126,1016,
127,1802,
128,1055,
129,1085,
130,1557,
131,1107,
132,1039,
133,1748,
134,1310,
135,1561,
136,1253,
137,1505,
138,1058,
139,1729,
140,1150,
141,1108,
142,1419,
143,1146,
144,1001,
145,1128,
146,1412,
147,1412,
148,1574,
149,786,
150,1021,
151,720,
152,1456,
153,1371,
154,1531,
155,1084,
156,685,
157,803,
158,1514,
159,622,
160,1490,
161,1446,
162,1461,
163,646,
164,601,
165,1380,
166,745,
167,1130,
168,1284,
169,870,
170,1152,
171,1063,
172,1249,
173,1592,
174,1105,
175,1502,
176,901,
177,1175,
178,1658,
179,1033,
180,1059,
181,1286,
182,784,
183,1714,
184,1748,
185,838,
186,1075,
187,837,
188,1070,
189,1111,
190,1645,
191,999,
192,1408,
193,910,
194,1569,
195,1787,
196,929,
197,1840,
198,1318,
199,945,
200,1141,
201,1675,
202,1706,
203,1830,
204,1698,
205,1089,
206,1953,
207,1809,
208,1980,
209,1181,
210,1549,
211,1393,
212,1815,
213,1413,
214,1941,
215,1954,
216,1603,
217,2040,
218,1544,
219,1782,
220,1975,
221,2064,
222,1832,
223,1606,
224,1832,
225,1695,
226,1418,
227,1945,
228,1240,
229,1795,
230,1770,
231,1417,
232,1985,
233,1563,
234,1265,
235,1843,
236,1809,
237,2168,
238,1896,
239,1972,
240,1902,
241,2087,
242,1852,
243,1726,
244,1633,
245,1964,
246,1762,
247,1611,
248,2348,
249,2270,
250,1697,
251,1678,
252,2070,
253,1759,
254,1893,
255,2351,
256,2451,
257,2314,
258,1759,
259,2349,
260,2302,
261,1805,
262,1791,
263,1739,
264,2392,
265,2463,
266,2357,
267,1973,
268,1695,
269,1824,
270,2169,
271,2026,
272,2074,
273,2101,
274,2088,
275,2057,
276,2130,
277,1970,
278,2615,
279,2653,
280,1928,
281,2368,
282,2031,
283,1819,
284,2539,
285,2063,
286,2465,
287,2513,
288,2097,
289,2042,
290,2226,
291,2078,
292,2266,
293,2087,
294,2293,
295,2550,
296,2585,
297,2550,
298,2109,
299,1957,
300,2660,
301,2615,
302,2138,
303,2304,
304,2737,
305,2046,
306,2296,
307,2681,
308,2585,
309,2360,
310,2494,
311,2466,
312,2903,
313,2917,
314,2234,
315,2390,
316,2239,
317,2406,
318,2639,
319,2637,
320,2897,
321,2557,
322,2584,
323,2686,
324,2925,
325,2217,
326,2556,
327,3043,
328,2309,
329,2889,
330,2834,
